,DeepSeek-R1,DeepSeek-V3,DeepSeek-V3.1,DeepSeek-V3.2,DeepSeek-V4,Devstral-2,Gemma-1,Gemma-2,Gemma-3,Gemma-3n,Gemma-4,Gemma-4-12B,Llama-1,Llama-2,Llama-3,Llama-3.1,Llama-3.2,Llama-3.3,Llama-4,Ministral-3,Mistral-7B,Mistral-Large-2,Mistral-Large-3,Mistral-Medium-3,Mistral-Medium-3.5,Mistral-Small-2,Mistral-Small-3,Mistral-Small-3.1,Mistral-Small-3.2,Mistral-Small-4,Mixtral-8x22B,Mixtral-8x7B,Phi-1,Phi-1.5,Phi-2,Phi-3,Phi-3.5,Phi-4,Phi-4-reasoning-plus,Phi-4-reasoning-vision-15B,Qwen-7B,Qwen1.5,Qwen2,Qwen2.5,Qwen3,Qwen3.5,Qwen3.6
Gemma-4,0.0829435928931047,0.06250814606079765,0.10311217580316517,0.05729487216213655,0.07536411892663486,0.04938520168468889,0.03931397951712592,0.08285196592744569,0.030802354435254586,0.04788471238937358,1.0,0.08501539149885451,0.05575346770562459,0.04920049353550383,0.049487166069705504,0.09050506927159734,0.0670789399619634,0.06535609263726579,0.08703003101927073,0.0591519164355568,0.06640262589449053,0.05891827866061563,0.05008578411713284,0.06505870645013487,0.07199928451039667,0.038880918834598,0.08023402246599952,0.08348183774112489,0.051641527787265745,0.0578402917437408,0.043144254330210595,0.08297641631038662,0.06616073581222362,0.0394037851780199,0.07592499300023338,0.018845209424336852,0.06013868207978147,0.07459424282119047,0.07420103801769878,0.06267991472652891,0.0743266856001077,0.07846238291612592,0.05314805957668636,0.05170864157572826,0.0743266856001077,0.09910296408872926,0.06757814877984346
Gemma-4-12B,0.04826530328489524,0.04573044309266701,0.04253404217243904,0.07395703737981221,0.06058163706649833,0.06953837555023105,0.04625453172689702,0.02446910980596001,0.07807900929331016,0.03292466728903684,0.08501539149885451,1.0,0.03186604375789812,0.020617058236366028,0.08054057452369914,0.03942926227729698,0.042137076781537705,0.05184585491354894,0.07257072492184535,0.07681204136839233,0.06468529799939547,0.0696553261798001,0.04679953684775787,0.02717848846156698,0.06548021591143677,0.03270890050554735,0.04361850479852022,0.0613525607667751,0.06141072030463097,0.044990345538591776,0.03368880984672945,0.044261456944210374,0.022372020046363874,0.043392597455559796,0.04498545336249435,0.04506593032539686,0.09766729982427996,0.09773356443336878,0.036028114915042125,0.05152163837190419,0.05609351001462546,0.04485215379178015,0.07109347177540742,0.04840341458513638,0.08473822341415334,0.041553192953440614,0.02760640281814314
Llama-1,0.04010446208217036,0.04971583201165302,0.01103128699319336,0.05982743875305298,0.04521244915219798,0.06523775002271058,0.04018364071463421,0.0551016286784155,0.07490486534878758,0.03161943675776212,0.05575346770562459,0.03186604375789812,1.0,0.07389047931575773,0.06490329097185427,0.02943661377050397,0.09218128250124528,0.035265292965761,0.028207581884428838,0.06969634237632849,0.021307126747636764,0.07433957564574524,0.04117490898985064,0.04872682398931877,0.0631997658440781,0.011394474306009919,0.05033871786656529,0.09328589313023763,0.02245127095564826,0.03381536696862413,0.051738958329703835,0.042037019516492684,0.052628781884459394,0.03265287245182803,0.02865999541285949,0.040732590413534726,0.04992066124606585,0.026314867079005336,0.06379041571983343,0.07479849542479594,0.04711558287523953,0.0661608601190753,0.0645996697666121,0.043555701297754976,0.053232239024523065,0.019708589159605914,0.06447400266590537
Llama-2,0.05961888546522791,0.060148087990302544,0.05426196911131393,0.03939333056849729,0.057630014072160056,0.040303314605220825,0.06402901858462991,0.05823295342476983,0.047138345796883245,0.030558313542681386,0.04920049353550383,0.020617058236366028,0.07389047931575773,1.0,0.019174518613438638,0.06814667589656133,0.08744170571969358,0.0947120958359991,0.09378952176400733,0.05481840033682471,0.07399825515267225,0.04972227951896832,0.019174560439772465,0.042180305860097154,0.04887237427722289,0.08242251058312892,0.04815831937034186,0.08938777191912191,0.02474691294721342,0.0017681514858053655,0.06291990953025244,0.04815390580390115,0.06118241553874846,0.09006505505643221,0.034833573758096543,0.04950104043502592,0.039955373862515936,0.04133127116368208,0.05405854260871071,0.11084582471426094,0.05866715989082296,0.02477458254362646,0.05782927312933406,0.06853695646616234,0.04808448768799399,0.07200568643268274,0.06608516608819506
Llama-3,0.02959398300885902,0.05933300553788189,0.03823723654921552,0.08120181572251521,0.11333841417276587,0.08043920699095028,0.10716494229991953,0.07275488842174872,0.08416386515130735,0.05019986001338696,0.049487166069705504,0.08054057452369914,0.06490329097185427,0.019174518613438638,1.0,0.05011752233408243,0.10062768902669544,0.04992689040237636,0.05122361317077859,0.07474503787340993,0.08315588151411539,0.04897911399689949,0.062473796307945834,0.045897271408315475,0.051031965829441625,0.07626338120058494,0.06669891466911529,0.04382861049047173,0.08001662553332854,0.06141554257573472,0.05900879021593073,0.045962899573735456,0.03476158256380558,0.053730991104611464,0.04681922387075457,0.03770861424209077,0.05809820100396082,0.03971492050097902,0.05621000426254507,0.08007661178540205,0.07799164432323678,0.026739259819907327,0.08794369881296786,0.0723420794934289,0.03980970043914766,0.08342732722979093,0.07735480883030482
Llama-3.1,0.09766959089126293,0.08361913916024583,0.055981650751530145,0.05922916846816486,0.06294534998132463,0.030277273661665775,0.0730466995923756,0.03880321783447092,0.06605694979797733,0.06919299902097592,0.09050506927159734,0.03942926227729698,0.02943661377050397,0.06814667589656133,0.05011752233408243,1.0,0.029887623076091382,0.09271272374920468,0.06545455627258845,0.04867890129066173,0.09145206361140283,0.05605040077808959,0.04406196926271819,0.024477624835710567,0.09203034535438538,0.04197557526273785,0.03832535140662931,0.05037538716185131,0.07156702610540681,0.06986604310292005,0.10165409866214553,0.08504646017002877,0.07210996544558344,0.072420620555449,0.05634492618231456,0.03910835542071756,0.06362397430393744,0.06774317268344925,0.04757523635744578,0.07101105257648738,0.056868029528111035,0.0945840679299997,0.09072957183995073,0.07417626409853405,0.05486178410897533,0.07743520508443594,0.06668297238672273
Llama-3.2,0.011574642021089794,0.0282732225345138,0.06957129919238175,0.08941271201709738,0.07445878563776204,0.05759931091483976,0.11199750205834431,0.05581795437867869,0.027644346514433163,0.05780611389560312,0.0670789399619634,0.042137076781537705,0.09218128250124528,0.08744170571969358,0.10062768902669544,0.029887623076091382,1.0,0.057855794472486614,0.05872995995512278,0.07638607250706464,0.06386513912317228,0.08335945336728634,0.05539741711593423,0.08620429236339074,0.0772595568945057,0.07171188527013035,0.057250830381294214,0.09071247371591672,0.05521843917020562,0.04939331978813118,0.04526688760030846,0.048258474735075114,0.04901421475953231,0.028687942118136463,0.06100170752088194,0.07861425303891745,0.06457564855651954,0.06357520225414293,0.04637745738082862,0.10310748436842425,0.04988008234367531,0.015823757237143132,0.06012906189163283,0.07488061234492362,0.07602162922808486,0.06461262930172508,0.03469202190566839
Llama-3.3,0.04834908689624388,0.026908708201329082,0.07420083492098122,0.034491550285282606,0.06217495837502848,0.038153242521697814,0.03530057730059356,0.05404426065437029,0.046394980612458885,0.07516435369428064,0.06535609263726579,0.05184585491354894,0.035265292965761,0.0947120958359991,0.04992689040237636,0.09271272374920468,0.057855794472486614,1.0,0.05454320088246644,0.06197577099178394,0.10060322415699265,0.06629646493754027,0.02066246397068065,0.043909579714944455,0.10070910008777638,0.03609933002150196,0.08701679303672698,0.044564294178144066,0.05050709333294274,0.03022589876854936,0.06323189642626602,0.07164502141203347,0.04896696349209274,0.08302350660288149,0.05331306419778116,0.05196454758215817,0.026881616867725718,0.07954268578125955,0.05484268575273709,0.046116201439769994,0.06417879896116091,0.054715448168715736,0.05721023411199369,0.05536557751530086,0.0439990077554254,0.0321806442394684,0.07125874569881038
Llama-4,0.04307798441812751,0.059433639639673706,0.1490561305447371,0.048665148259790014,0.037160836784531616,0.07859625649908634,0.09116585275312872,0.048176375788880996,0.0729541699365492,0.05013000562567003,0.08703003101927073,0.07257072492184535,0.028207581884428838,0.09378952176400733,0.05122361317077859,0.06545455627258845,0.05872995995512278,0.05454320088246644,1.0,0.05951706221516206,0.04509939696713606,0.0654050431758317,0.05569007602648286,0.05906253582934462,0.0520669267827771,0.06487110252682822,0.03758617390388896,0.05277896893962133,0.07558808571695845,0.04067795656988686,0.038918244570687835,0.07311494276605324,0.05653491663543206,0.09688997838307387,0.0985028578592071,0.09727134678431193,0.03823551940863802,0.050497658000085786,0.048174172100086024,0.07200024712567667,0.043460579133137375,0.08163265044001013,0.0808210048965305,0.03433879249964346,0.039446208586259426,0.05277344729811207,0.06635391820840203
Ministral-3,0.01134964416603377,0.06412192939559197,0.10125160041471339,0.028841294820139002,0.07153353282717016,0.08992515445753423,0.07233881057295444,0.08116049902032335,0.030574740996023506,0.047736097180391984,0.0591519164355568,0.07681204136839233,0.06969634237632849,0.05481840033682471,0.07474503787340993,0.04867890129066173,0.07638607250706464,0.06197577099178394,0.05951706221516206,1.0,0.08817345148536047,0.059631103712533134,0.06934391378733878,0.04112879680697967,0.09284353606531594,0.04448038314273107,0.08366840056416895,0.08243576473414993,0.048411229865305314,0.031237471608962605,0.057263965173661086,0.05332697656643704,0.02716492265725754,0.04819590193354526,0.06553326447752836,0.0683479181359417,0.06356145640773156,0.10944485860714956,0.09577187886119956,0.08458907439699173,0.08223002135894082,0.06483659860072657,0.05862359563808026,0.0624305470160731,0.06793341042275818,0.06525137867172187,0.05930919202468959
Mistral-7B,0.04192192577817135,0.03613437078822116,0.03274952997659843,0.03432388101199687,0.04363917041734575,0.08223748043827918,0.110870563998969,0.07193109776183991,0.07014382191763747,0.03175079081456759,0.06640262589449053,0.06468529799939547,0.021307126747636764,0.07399825515267225,0.08315588151411539,0.09145206361140283,0.06386513912317228,0.10060322415699265,0.04509939696713606,0.08817345148536047,1.0,0.0573968598515164,0.02184127985478008,0.08871455633684766,0.076476646154419,0.09065842041430322,0.0225954731439635,0.09182918914238115,0.026956861755902693,0.08674592906065119,0.06178757949341992,0.07364820455691472,0.029992804104081176,0.058674903855353656,0.05330127490117357,0.03484202682801121,0.08681003418663416,0.033905059293264976,0.06918953238866175,0.05635944003275383,0.06254598290960728,0.08186988045403432,0.057284193219942374,0.04823044102909762,0.06042488132725519,0.07404241233655587,0.03648767120717548
Mistral-Large-2,0.04496525553467305,0.09712941881008945,0.0877207431138883,0.058878096997147605,0.059927363346571255,0.07588222967397835,0.045272004112956385,0.06404124614137431,0.03761071940470045,0.07023026311465855,0.05891827866061563,0.0696553261798001,0.07433957564574524,0.04972227951896832,0.04897911399689949,0.05605040077808959,0.08335945336728634,0.06629646493754027,0.0654050431758317,0.059631103712533134,0.0573968598515164,1.0,0.05827004471415125,0.09471292431553921,0.0649398647624697,0.043387823341400074,0.06128407337727507,0.045818725612955115,0.08104392566252701,0.04066397067741922,0.04605922277053368,0.08028038967980035,0.007544844665787968,0.08055965947862469,0.060112427524036234,0.026247683924573318,0.09952971875684977,0.04882623645028266,0.054648100009139604,0.09955642644102432,0.06504183445956485,0.07793026305843156,0.0363630442303013,0.07056932849969158,0.056919854038484395,0.07522502089444631,0.050520550626111396
Mistral-Large-3,0.06411061733708052,0.04957278147268472,0.05594737894975584,0.026216694721907737,0.044529566915718764,0.009105266512670431,0.04659805584290481,0.02834961093522894,0.057047535890437,0.060606473749525554,0.05008578411713284,0.04679953684775787,0.04117490898985064,0.019174560439772465,0.062473796307945834,0.04406196926271819,0.05539741711593423,0.02066246397068065,0.05569007602648286,0.06934391378733878,0.02184127985478008,0.05827004471415125,1.0,0.03505912023508585,0.049062794019554164,0.06481932185100084,0.042328402851182716,0.05463833817035343,0.029601418386317014,0.07931013441492174,0.018494127166056126,0.0877460137220907,0.06064710035538696,0.055197242650235186,0.0481496061727372,0.018276906061556283,0.06139198187870112,0.026541393112998454,0.0940633502514387,0.07609050561361302,0.0441035034512715,0.087536244457976,0.03220980516112639,0.05668289755908837,0.03161077279752639,0.03644109457086202,0.06087874214322041
Mistral-Medium-3,0.008221164107763938,0.03323835047883385,0.0639160515846781,0.033215355567163374,0.06059568275671915,0.011641973250108831,0.07636792900382515,0.04399894984156729,0.07531928367563291,0.025879889678239707,0.06505870645013487,0.02717848846156698,0.04872682398931877,0.042180305860097154,0.045897271408315475,0.024477624835710567,0.08620429236339074,0.043909579714944455,0.05906253582934462,0.04112879680697967,0.08871455633684766,0.09471292431553921,0.03505912023508585,1.0,0.05817834288066122,0.047852852908464596,0.043774487667487386,0.030365320437783862,0.031174781214068442,0.06080229497076288,0.05802657972211261,0.05120281000178141,0.03454353317563898,0.03916993610917546,0.07360889112738245,0.052258521248171694,0.06795449422278461,0.0315354793139261,0.04879735360591658,0.08234929564828966,0.07091287883475395,0.033264164494488026,0.055350686814907485,0.06395075621179629,0.06261472874804244,0.03163165236718405,0.041272404631580016
Mistral-Medium-3.5,0.07568741495938533,0.08164631331057998,0.05118650585751232,0.04355474338500671,0.029704363328868107,0.02426845178358695,0.0202245392050459,0.060688919262589645,0.08724290032919715,0.04978334763053506,0.07199928451039667,0.06548021591143677,0.0631997658440781,0.04887237427722289,0.051031965829441625,0.09203034535438538,0.0772595568945057,0.10070910008777638,0.0520669267827771,0.09284353606531594,0.076476646154419,0.0649398647624697,0.049062794019554164,0.05817834288066122,1.0,0.061199468447783775,0.0610959409259019,0.08599800764130057,0.03770477204697038,0.016971974334824298,0.05832735200892182,0.07699819249556787,0.042925987132309155,0.039987598107355665,0.05453714556827219,0.004994092391473977,0.07701056346014815,0.04241639844750871,0.0389879864459264,0.050017323706667054,0.07028570677979304,0.05063888988433097,0.00412781972424527,0.04935818784238535,0.06426783728368507,0.056075424792588154,0.01502301241300859
Mistral-Small-2,0.0787062552385266,0.03679558484769346,0.031654127317126426,0.07578070202624854,0.042557817642449224,0.03181469725228679,0.03535635209096522,0.02983310415243731,0.07609758905710892,0.04219281998478742,0.038880918834598,0.03270890050554735,0.011394474306009919,0.08242251058312892,0.07626338120058494,0.04197557526273785,0.07171188527013035,0.03609933002150196,0.06487110252682822,0.04448038314273107,0.09065842041430322,0.043387823341400074,0.06481932185100084,0.047852852908464596,0.061199468447783775,1.0,0.06141598464899502,0.06253611296826697,0.05669140515788516,0.007058846870155264,0.06445191993058705,0.02819352878650339,0.021201396559403413,0.022573176410247538,-0.007188135718616072,0.01242331063507025,0.04436633055288626,0.038500499532979085,0.028187864579757835,0.02458608703821498,0.03409333557748173,0.06398466914515528,0.05852037883662818,0.023662854935234214,0.03409333557748173,0.05471468197406608,0.04679136161141858
Mistral-Small-3,0.015001195441492313,0.07778730613405885,0.0633463933564674,0.06690257784657352,0.07760959411258508,0.02846124768122963,0.08140928156376627,0.076379673030353,0.05748045692758438,0.06422670554739889,0.08023402246599952,0.04361850479852022,0.05033871786656529,0.04815831937034186,0.06669891466911529,0.03832535140662931,0.057250830381294214,0.08701679303672698,0.03758617390388896,0.08366840056416895,0.0225954731439635,0.06128407337727507,0.042328402851182716,0.043774487667487386,0.0610959409259019,0.06141598464899502,1.0,0.07196135315373661,0.012153728460761182,0.0339979565633167,0.04467313940065051,0.06614249559914852,0.06847129120335195,0.07204861749201673,0.09261838681824969,0.04028827449811495,0.06952951631133208,0.06487567507261485,0.05542126103676634,0.07339382502236055,0.07204327126516344,0.0758081843494748,0.10727714118019487,0.07883168379405278,0.06802781707988553,0.06755182124752293,0.011172090803267521
Mistral-Small-3.1,0.07413198427503012,0.08395974908161408,0.08263746057149873,0.07866785825466723,0.047749588728596734,0.020508853185460373,0.07326685746743607,0.07276377848620781,0.04444489763665882,0.06109875918786289,0.08348183774112489,0.0613525607667751,0.09328589313023763,0.08938777191912191,0.04382861049047173,0.05037538716185131,0.09071247371591672,0.044564294178144066,0.05277896893962133,0.08243576473414993,0.09182918914238115,0.045818725612955115,0.05463833817035343,0.030365320437783862,0.08599800764130057,0.06253611296826697,0.07196135315373661,1.0,0.03660348535109529,0.06211343383642475,0.06845863480464717,0.08697735453809412,0.036523362528069966,0.05354296839152463,0.08524898030452065,0.052886614542167865,0.05432938548890497,0.055305064110580164,0.06837808985807073,0.08302196898676326,0.041750131852024266,0.07140982812978587,0.07262236680393576,0.05660394318852299,0.04576292776254394,0.07684655441161413,0.07545172746726095
Mistral-Small-3.2,0.04464736977389968,0.034709682183544935,0.07306127175873918,0.06890069062948838,0.06000423299625833,0.10915416616916884,0.06358001016848987,0.03099966964792807,0.055290205607773396,0.03998622607477526,0.051641527787265745,0.06141072030463097,0.02245127095564826,0.02474691294721342,0.08001662553332854,0.07156702610540681,0.05521843917020562,0.05050709333294274,0.07558808571695845,0.048411229865305314,0.026956861755902693,0.08104392566252701,0.029601418386317014,0.031174781214068442,0.03770477204697038,0.05669140515788516,0.012153728460761182,0.03660348535109529,1.0,0.03417824548636469,0.032406885981648294,0.056209506849972814,0.026722760851623922,0.045883338562661344,0.07544907965497022,0.042761552391805846,0.03610855387781034,0.039388096845497954,0.03109450568780792,0.022905927378808144,0.09650467448381464,0.055609937698334486,0.06484951646336286,0.036008830988425305,0.07082829441628381,0.05777216190125799,0.04165124057311296
Mistral-Small-4,0.06012429219639873,0.0355128646870406,0.01919269452198132,0.0771672229293864,0.03316931198349968,0.046545076970322,0.036380339518244986,0.04777985486299556,0.05110275026325223,0.058057945214095845,0.0578402917437408,0.044990345538591776,0.03381536696862413,0.0017681514858053655,0.06141554257573472,0.06986604310292005,0.04939331978813118,0.03022589876854936,0.04067795656988686,0.031237471608962605,0.08674592906065119,0.04066397067741922,0.07931013441492174,0.06080229497076288,0.016971974334824298,0.007058846870155264,0.0339979565633167,0.06211343383642475,0.03417824548636469,1.0,0.06228881797616824,0.053965233268488684,0.046358441406692576,0.04400020414051558,0.08337871322397966,-0.004280608251926216,0.06454159750088782,0.052179675486346486,0.06062318745488533,0.08878062763831701,0.05877854394698216,0.04758408412031883,0.042107085124343406,0.07025351692574021,0.020625001704057046,0.010720681536662538,0.06299927630770738
